,time,user,tweet
150,2022-07-04 16:15:10+00:00,atiku,"With you @IAOkowa standing at my side, we'd be unbeatable as a people and as a nation. -AA https://t.co/oR0BiyO092"
151,2022-07-03 13:20:48+00:00,atiku,"I also mourn the passing away of Hon. Jude Ise-Idehen, the member of the House of Representatives representing the Egor/Ikpoba-Okha federal constituency. 
May their families and friends be comforted, and the souls of the deceased find eternal rest. -AA"
152,2022-07-03 13:20:48+00:00,atiku,"It is not the wish of any parents to bury their offspring, but we acknowledge that the Almighty Allah knows best. So, it is with sadness that I received the loss of Isa Abdullahi, the eldest son of Prof. Ango Abdullahi, the Chairman of the Northern Elders Forum."
153,2022-07-02 17:03:03+00:00,atiku,"Getting this country back on track will require all hands on deck. And I am excited to go on this journey with my Vice Presidential candidate, H.E Dr Ifeanyi Arthur Okowa, @IAOkowa. Let’s come together as ONE towards a brighter future for all and for Nigeria. -AA https://t.co/TML8km1G56"
154,2022-07-01 20:15:35+00:00,atiku,"As you enter into a new chapter of your life, it is my prayer that God will endow you with greater wisdom and good health for the tasks ahead. Happy birthday, Your Excellency. -AA"
155,2022-07-01 20:15:35+00:00,atiku,"On behalf of my family, I wish to felicitate with my dear brother and friend, @GovernorObaseki, on the occasion of his birthday anniversary. Your genteel character and patriotism spotlight you as a worthy role model for the upcoming generation. https://t.co/uASSEGVm8z"
156,2022-07-01 19:07:26+00:00,atiku,"I am confident that the duo possess the capacity and candour to deliver on the agenda of the @OfficialPDPNig, the Senate and Nigeria, for the wellbeing of our people. -AA"
157,2022-07-01 19:07:25+00:00,atiku,"I congratulate Sen. Philip Tanimu Aduda and Sen. Chukwuka Godfrey Utazi as Minority Leader and Minority Whip of the Senate, respectively."
158,2022-07-01 17:42:58+00:00,atiku,An investment in education pays the best dividend. Let us fund ASUU for the sake of our youth! -AA
159,2022-07-01 17:42:58+00:00,atiku,"The mind is a very terrible thing to waste. It may be a bit cliche, but I nevertheless believe this. And strongly too. Education is a priority to me. That is why I invested in it and even furthered my education."
160,2022-07-01 12:53:00+00:00,atiku,"My thoughts and prayers are with the families of the deceased, even as I condole with the Nigerian military and the Nigerian Police. -AA"
161,2022-07-01 12:52:59+00:00,atiku,"The attacks in Niger and Taraba states that led to the loss of scores of lives of soldiers, police personnel and civilians are worrisome. This is yet another attack that further exposes how vulnerable we are.
https://t.co/tRirZy8ujB"
162,2022-07-01 07:32:30+00:00,atiku,RT @OneNigeria2023: https://t.co/YSYs1LQwW9
163,2022-06-30 20:16:22+00:00,atiku,RT @omonlakiki: It has come to our notice that there are all manner of fraudulent schemes promising monies from H.E @atiku to unsuspecting…
164,2022-06-30 10:35:42+00:00,atiku,"When they speak, I listen. I do not only listen. Appropriate actions have been taken, are being taken, and will continue to be advanced. -AA"
165,2022-06-30 10:35:42+00:00,atiku,"Every Governor, Legislator, and other elected officials produced by our party, and party members and loyalists, are much loved and respected by me."
166,2022-06-30 10:35:41+00:00,atiku,"The @OfficialPDPNig will remain united. Focus on our actions. We are taking action to address the feelings of all party members. The unity in our community is my priority. Our resolve to unify Nigeria starts in our party and moves to the community, then on to society."
167,2022-06-28 09:22:26+00:00,atiku,RT @OneNigeria2023: “Atiku Abubakar is An Epitome of Democracy” - Gabriel Okon https://t.co/BI6lArNOnM
168,2022-06-27 17:05:33+00:00,atiku,and the promotion of separation of powers as the bedrock of deepening democracy and development. -AA
169,2022-06-27 17:05:32+00:00,atiku,"I wish the newly sworn-in Acting CJN, Justice Olukayode Ariowoola, success as he steps in to fill the gap and assure him of my commitment to advancing the frontiers of judicial independence"
170,2022-06-27 17:05:31+00:00,atiku,"The decision of Justice Tanko Muhammad to vacate office as the Chief Justice of Nigeria is commendable. I wish him well, even as I commend him for his action and service to the nation."
171,2022-06-27 11:58:54+00:00,atiku,"RT @OneNigeria2023: Don’t miss out on the latest updates from H.E @atiku, and the campaign. Signup here 👉🏾 https://t.co/MXkgO6UV4K https://…"
172,2022-06-26 11:21:13+00:00,atiku,"Indeed, Mary's story is a testimonial of my covenant with every Nigerian who desires a life-changing education. -AA https://t.co/dp7xkPi3pJ"
173,2022-06-26 11:21:10+00:00,atiku,"The assertion of Mary Katambi, one of the Chibok girls who graduated from @AUNigeria, that “Education gives (her) the wings to fly, the power to fight, and the voice to speak"" gives an insight into “What the students from Chibok can teach us"", By Margee Ensign."
174,2022-06-26 07:40:14+00:00,atiku,RT @OneNigeria2023: https://t.co/asNCyekztC
175,2022-06-24 17:04:51+00:00,atiku,"Under no circumstance must one arm lord over another arm of government. -AA 

https://t.co/SplDIy9fCj"
176,2022-06-24 17:04:51+00:00,atiku,"The ruling of the Supreme Court on Section 84 (12) is commendable. It affirms my position of the independence of the judiciary and the other arms of government, namely the legislature and the executive, which is the bedrock for the development of any nation."
177,2022-06-24 08:41:43+00:00,atiku,"To achieve a sustained increase in manufacturing output, we would ensure our private sector is additionally empowered by involving them in every decision-making process as it pertains to the industry.  -AA https://t.co/u8OUMmmrer"
178,2022-06-23 12:58:30+00:00,atiku,"To jump-start the manufacturing sector and create much needed jobs, and a profitable Nigeria that works for all, we shall review import duty payable on raw materials that are available locally and on imported machinery for local production. - AA https://t.co/XCRLsjse8Q"
179,2022-06-22 10:48:39+00:00,atiku,RT @OneNigeria2023: #OneNigeria https://t.co/PoHxGwfrF1
180,2022-06-22 09:02:22+00:00,atiku,Ease of doing business is critical to the growth of our manufacturing sector. One of the many ways we will achieve this is: -AA https://t.co/UJ0AinWwkL
181,2022-06-21 07:45:16+00:00,atiku,Promoting local competitiveness is key to our overall economic development agenda. And one of the ways we will do this will be to: -AA https://t.co/jOv6VUh1xk
182,2022-06-19 09:01:16+00:00,atiku,#FathersDay https://t.co/u6uFh73l8w
183,2022-06-18 14:32:33+00:00,atiku,"Thank you, Michael. -AA https://t.co/ZmaMsIuCwM"
184,2022-06-18 12:03:44+00:00,atiku,"RT @IAOkowa: Last night, while speaking on @ARISEtv, I emphasized the importance of all leaders in our great party, PDP, and all Nigerians…"
185,2022-06-17 22:10:49+00:00,atiku,"It was my pleasure to participate in the wedding Fatiha of the daughter of my associate, Alhaji Mohammed Waziri Maina, at the National Mosque earlier today. It is my prayer that Allah SWT shower His blessings on the marriage. -AA https://t.co/qh5VtDvNfR"
186,2022-06-17 14:50:22+00:00,atiku,"On behalf of my family, I wish to convey my deepest condolences to the Obaigbena family of the Owa kingdom of Delta State. May her soul rest in peace. -AA"
187,2022-06-17 14:50:21+00:00,atiku,Princess Obaigbena was a visible player in the health sector in the defunct Bendel State and eventually transferred her services to Delta State at the creation of the state. She meritoriously served three former governors of Delta State as Special Adviser on Health.
188,2022-06-17 14:50:21+00:00,atiku,"I have received with sadness but with gratitude to God for a life fulfilled, the passing away of Princess Margaret Obaigbena, the beloved mother of the Chairman of THISDAY Newspapers and founder of Arise TV News, Prince Nduka Obaigbena. https://t.co/0gg9iYk5fd"
189,2022-06-17 10:51:59+00:00,atiku,https://t.co/DG1li2KXGI
190,2022-06-17 08:23:53+00:00,atiku,"RT @IAOkowa: As one, we can get it done. 

#OneNigeria #RescueNigeria https://t.co/mDUyuEDl1m"
191,2022-06-16 12:01:46+00:00,atiku,"I am delighted to announce Governor @IAOkowa as my Vice Presidential candidate. I look forward to travelling our great country together, engaging with all Nigerians and building a shared future of peace, unity, and prosperity for all. As One We Can Get It Done. #OneNigeria. -AA https://t.co/JyKxTIhiUh"
192,2022-06-15 18:07:52+00:00,atiku,https://t.co/OO4QVPT3Xr
193,2022-06-15 14:34:56+00:00,atiku,"It was my honour and pleasure to play host to the Turkish Ambassador to Nigeria, H.E. Hidayet Bayraktar, today. We discussed how bilateral relations between Nigeria and Turkey could be deepened to the mutual benefit of both countries. -AA https://t.co/NDBF71tTsT"
194,2022-06-13 17:32:29+00:00,atiku,"My expectation is that Nigerians will collapse the ruling APC in kind via the ballot and enthrone a viable pathway for the New Nigeria of our dreams that will be united and stable, prosperous and awash with opportunities; secured and inclusive. As One, we can get it done. -AA"
195,2022-06-13 17:32:29+00:00,atiku,collapsing well-being and collapsing value of human life and dignity.
196,2022-06-13 17:32:28+00:00,atiku,"The darkness that has enveloped the nation in the last couple of days with the collapse of the national grid is a metaphor for the collapsing state of our nation: collapsing unity, collapsing security, collapsing economy, collapsing education,"
197,2022-06-13 09:31:41+00:00,atiku,https://t.co/zczGbtLKlB
198,2022-06-13 09:31:36+00:00,atiku,"Planning for a future beyond oil will mean enhancing other critical sectors for maximum output. The Agricultural Sector is one of such vital sectors, and to do this, we will: -AA https://t.co/sKevUzgasG"
199,2022-06-13 08:26:13+00:00,atiku,"in helping Nigeria get out of the quagmire. I wish him many more years of service to our country and humanity in good health and long life. Happy birthday, Your Excellency. -AA"
200,2022-06-13 08:26:13+00:00,atiku,Nigeria has gone through a chequered history of trials and travails and produced leaders that helped to guide us out of those tough challenges. General Abdulsalami Abubakar is undoubtedly one of those great leaders who had played significant roles https://t.co/A1x9rOdOBL
201,2022-06-12 09:05:02+00:00,atiku,"On behalf of my family, I celebrate with him and the Uwais family on the occasion of his 86th birthday. -AA"
202,2022-06-12 09:05:01+00:00,atiku,"Former Chief Justice of Nigeria, Justice Mohammed Uwais, has distinguished himself through a remarkable legal career of excellence and with contributions that have so far enhanced our legal systems/knowledge base. https://t.co/vvLfJsqUe6"
203,2022-06-12 07:35:21+00:00,atiku,"But dreams don't come true, if positive action is not activated and implemented. Let's not rest on our oars, let's be like the dynamic eagle and soar! Let's rekindle hope by not giving up on the dream of a better Nigeria. 

Long live Democracy in Nigeria. -AA #DemocracyDay"
204,2022-06-12 07:35:20+00:00,atiku,"Please trust yours truly, to deliver on these promises. We did it in the past under President Olusegun Obasanjo/Atiku Abubakar administration. We paid off Nigeria's global debt, and liberalized the banking and telecommunications sectors, among others."
205,2022-06-12 07:35:20+00:00,atiku,"cut governance cost through devolution of powers to other tiers of government, and provide incentives to hardworking and entrepreneurial Nigerians."
206,2022-06-12 07:35:19+00:00,atiku,"I will unify all and sundry, enforce solid security nationwide, create jobs through private sector unhindered participation and inclusivity, break government monopoly to give wings for business to thrive, provide enabling infrastructural environment to reduce cost of production,"
207,2022-06-12 07:35:19+00:00,atiku,"Let's work together to fix our country and return the boom of days of yore. Let's kick out the APC. 

I stand with you all on the drive to reposition our country for greatness."
208,2022-06-12 07:35:18+00:00,atiku,"They squandered a precious political opportunity, by dashing the hopes of a trusting majority of the electorate. Not again, we should all clamour. Say no to the doom of bad governance; say yes to the prospect of a better Nigeria in 2023."
209,2022-06-12 07:35:18+00:00,atiku,"At this juncture, the most pertinent tribute that we can effectively pay to our heroes past, those who struggled to enthrone and sustain Democracy in Nigeria, is to kick out the APC; a tainted government that was given a valuable mandate, but came unprepared about what to do."
210,2022-06-12 07:35:17+00:00,atiku,due to no fault of the students and causing untold sorrow to their parents and sponsors; such a party should never be allowed to occupy esteemed offices in government at any level in our country.
211,2022-06-12 07:35:17+00:00,atiku,"A government that impoverishes us, divides us along our fault lines, make us insecure, make us hungry, starve us of public amenities like electricity and fuel and perpetually shut down gates of universities against our undergraduates,"
212,2022-06-12 07:35:16+00:00,atiku,Here's the season to prove to dishonest APC politicians that power truly belongs to the people via the use of the ballots.
213,2022-06-12 07:35:16+00:00,atiku,"The APC that couldn't offer Nigerians honesty on their pledged manifestos with regards to security, economic growth and anti-corruption; shouldn't be honoured with another wasteful tenure of pillage, brigandage and carnage!"
214,2022-06-12 07:35:15+00:00,atiku,"Hence, we should by next year, reject an inept, unpopular and insensitive and clueless APC government.

A ruling party that offers crass opportunism and cronyism can never elevate nor uplift a diverse and secular country as ours."
215,2022-06-12 07:35:14+00:00,atiku,"It is visible that the Buhari administration has brought upon our commonality the worst form of government, where insecurity, disunity,  inequity, lack of job opportunity, dwindling economic prosperity and hyper inflation stare us all on the face."
216,2022-06-12 07:35:14+00:00,atiku,Let's gather the numbers and commitment to kick out APC - the borrowing and sorrowing party. Let's remember that Nigeria's current debt burden stands at  over N41 trillion with less than $40billion reserve.
217,2022-06-12 07:35:13+00:00,atiku,Thus time is ripe for all adult Nigerians to register to vote; vote and defend their votes. For people's participation is the beauty of democracy.
218,2022-06-12 07:35:12+00:00,atiku,"Meanwhile, let's continue to do our civic duty and responsibility to salvage our dear country together; saving her from falling off precariously from the current socio-economic clift into an abysmal catastrophic end of a failed state, as predicted by some naysayers!"
219,2022-06-12 07:35:12+00:00,atiku,"Let's not despair by folding our arms in hapless helplessness. ""The last thing that should die in a person is hope""."
220,2022-06-12 07:35:11+00:00,atiku,"by pursuing with vim and vigour the fundamentals of our Constitution, the pillars and principles of the rule of law, of electoral transparency and equity and unity in diversity."
221,2022-06-12 07:35:11+00:00,atiku,"Let's seize this unique opportunity of Democracy Day to reinforce our firm commitment to the sacrifices made by the pioneers of our country's independence, and salute the courage and selflessness of the pathfinders of our current freedom and liberty;"
222,2022-06-12 07:35:10+00:00,atiku,"Hence, it is an auspicious period to rally around all compatriots; to think and work in concert for the unity, security, equity,  inclusivity, socio-economic prosperity and equitable development of our dear country."
223,2022-06-12 07:35:10+00:00,atiku,"In fact, this historic June 12 as Democracy Day in Nigeria, is indeed one of the most epochal political events in our nation, just before the February 2023 General Elections."
224,2022-06-12 07:35:09+00:00,atiku,"This year's Democracy Day provides us with no room to stomach rhyme and rhetoric. But salient facts, sobriety and the promise of a better tomorrow. https://t.co/Q5PaizKI67"
225,2022-06-10 21:41:31+00:00,atiku,"The responses from all the stakeholders that I have met with reinforce the belief that as ONE, we can get it done. -AA"
226,2022-06-10 21:41:30+00:00,atiku,"Yesterday, I had a pleasant and refreshing meeting with the forum of former governors of the @OfficialPDPNig. Steadily, the PDP is gearing for a phenomenal campaign ahead of the 2023 general election with a united front. https://t.co/P28DQokLl9"
227,2022-06-10 14:00:00+00:00,atiku,The journey so far. -AA https://t.co/mmiOE7p6cN
228,2022-06-09 22:33:55+00:00,atiku,"My post-PDP presidential primary consultations continued earlier today with the meeting with the Forum of Former Ministers. Once again, it was an opportunity to reinforce the imperative of unity as we prepare for the 2023 elections. -AA https://t.co/vb53DUkKHh"
229,2022-06-09 08:58:51+00:00,atiku,"Our economic agenda has a comprehensive objective of providing a more hospitable environment for businesses to thrive and create jobs and wealth for Nigerian citizens. And to achieve these, I have three guiding principles to go by: -AA https://t.co/tTwCwPGVUy"
230,2022-06-08 18:29:27+00:00,atiku,My meeting with the @OfficialPDPNig Governors’ Forum today gives delightful assurance that the fabric of unity in our party continues to be strengthened. The energy to work together to win the general election and start the work of rebuilding the country is overwhelming. -AA https://t.co/H2Uy1Ey2It
231,2022-06-08 14:44:28+00:00,atiku,"Governors Nyesom Wike, @seyiamakinde, Samuel Ortom and Ifeanyi Ugwuanyi came calling on a courtesy visit before my meeting with the @OfficialPDPNig Governors Forum. Slowly but surely, the seeds of unity are being planted in our party. -AA https://t.co/LWWOa2Ts9W"
232,2022-06-08 13:43:52+00:00,atiku,"Congratulations, @officialABAT, on your emergence as your party's presidential candidate. It has been a hard-fought contest, but that you prevailed confirms your tenacity. -AA"
233,2022-06-07 22:18:41+00:00,atiku,"The APC can gloss over everything, but not its scorecard for the mandate Nigerians gave to the party. The 2023 elections will be a referendum on the failed policies of the administration. -AA"
234,2022-06-07 17:55:21+00:00,atiku,"It was a privilege to host the League of Igbo Entrepreneurs moments ago. The dialogue was not only robust, but it also afforded the opportunity to appraise the significant role that the private sector can play in the retooling of our country’s economic framework. -AA https://t.co/1im2C2H44k"
235,2022-06-07 15:04:51+00:00,atiku,I shall be happier seeing them all take the Oath of Office and begin the real work of fixing Nigeria from the current sordid state into a more promising future. -AA
236,2022-06-07 15:04:50+00:00,atiku,"I am happy to witness the collection of Certificates of Return by gubernatorial candidates of our great party, @OfficialPDPNig, today. I will work together with these compatriots to make the PDP the ruling party after next year’s general election. https://t.co/WCVkNbIweY"
237,2022-06-07 09:30:38+00:00,atiku,"The private sector is critical to rejuvenating our ailing economy. And this is why repositioning the private sector is an integral part of my economic policy. To do this, we will: -AA https://t.co/AWLhAo0h6T"
238,2022-06-06 10:21:41+00:00,atiku,https://t.co/4JCc8aC75v
239,2022-06-06 10:21:38+00:00,atiku,"National Security will be a key policy thrust of my administration. This is because a secured country is critical to the success of every sector of our nation. To take us to where we ought to be security-wise, this is what we will do: -AA https://t.co/ouvsmh5TAB"
240,2022-06-05 17:19:07+00:00,atiku,"I pray that some day, very soon, we shall have a lasting solution to these painful episodes .-AA"
241,2022-06-05 17:19:07+00:00,atiku,I do hope that the state government and relevant security agencies will leave no stone unturned in apprehending the criminals and bringing them to justice. I condole with the body of Catholic faithful in Nigeria.
242,2022-06-05 17:19:06+00:00,atiku,"I condemn the attack on the St Francis Catholic Church, Owa-luwa Street, in Owo council area of Ondo State capital. My prayers are with the people of Owo, especially families of the deceased."
243,2022-06-04 11:42:48+00:00,atiku,Join us. https://t.co/cdIQYFEP3Z https://t.co/meVE0FIjUO
244,2022-06-02 19:46:42+00:00,atiku,"I excitedly paused my domestic activities to receive our able Gov Aminu Tambuwal when he paid me a courtesy visit. We discussed a wide range of issues, especially the need for our party, the @OfficialPDPNig, to stand united ahead of the 2023 elections. -AA https://t.co/CbHcNSSthh"
245,2022-06-02 14:30:15+00:00,atiku,"It is reassuring that our party will contest the general election as one united family. Thank you for the time, Your Excellency. -AA"
246,2022-06-02 14:30:14+00:00,atiku,"Earlier this morning, I hosted the governor of Abia State, His Excellency Okezie Ikpeazu. We had good discussions about moving our party, @OfficialPDPNig, forwards. https://t.co/JBVT9y0q0L"
247,2022-06-02 09:17:49+00:00,atiku,"It was a collective effort, and I am very grateful for everybody’s contributions. Now, let’s get to work to unite and rebuild Nigeria. -AA https://t.co/MndS2wSCT3"
248,2022-06-01 19:09:10+00:00,atiku,I am proud of the promises that this spirit of camaraderie holds for our party as a united front that guarantees victory in the next election to rescue the country. -AA
249,2022-06-01 19:09:10+00:00,atiku,"It was a pleasure to receive His Excellency Nyesom Wike in the company of notable leaders and officials of our great party, @OfficialPDPNig, at my residence today. https://t.co/PtCE0wX1gI"
250,2022-06-01 15:34:11+00:00,atiku,"gives me and assurance of a better tomorrow. Now, the real work begins. -AA"
251,2022-06-01 15:34:10+00:00,atiku,"The love and unity shown by Governors of our great party, the @OfficialPDPNig, my worthy co-aspirants, the NWC, our leaders past and present, stakeholders and party faithful and supporters at the collection of my Certificate of Return as the PDP presidential candidate https://t.co/fUh0XmDtod"
252,2022-06-01 12:18:58+00:00,atiku,"I have just arrived at the Wadata Plaza, headquarters of the @OfficialPDPNig, to collect the Certificate of Return as the presidential candidate of our great party, the PDP. A significant step toward creating One Nigeria. -AA"
253,2022-06-01 09:40:01+00:00,atiku,"My family and I wish you, Sen. Ehigie Uzamere, a happy birthday. Here's a toast to more years in good health and vitality. -AA https://t.co/GaE5tnYQDq"
254,2022-05-31 16:30:16+00:00,atiku,"It was my honour and pleasure playing host to H.E Namadi Sambo, H.E Sule Lamido, H.E Attahiru Bafarawa and Alh Mohammed Hayatu-Deen. The congratulatory visit afforded us to discuss how to strengthen the bond of unity in our dear party, the @OfficialPDPNig, among others. -AA https://t.co/aeYYruWTee"
255,2022-05-31 13:18:39+00:00,atiku,"A peace initiative is the best tool to combat insecurity. When we unite our people, our peace is more guaranteed. Join my campaign at https://t.co/fN533D7LAJ -AA https://t.co/MHmqItq8v5"
256,2022-05-30 16:03:37+00:00,atiku,"I was also at the residence of Senator Anyim Pius Anyim to pay him a courtesy visit and consult with him on strengthening the cohesion in our great party, @OfficialPDPNig. -AA #OneNigeria https://t.co/no5jq8ithW"
257,2022-05-30 15:09:59+00:00,atiku,"To unify our country Nigeria, we have to start with bringing every member of the @OfficialPDPNig under the covering of the umbrella. My visit to @bukolasaraki not long ago underscores this commitment. More to follow. -AA https://t.co/UgpQGMpbEi"
258,2022-05-30 13:18:13+00:00,atiku,"In continuation of my commitment to bring everyone on board in ensuring that the @OfficialPDPNig stands as one united party, earlier today, I visited His Excellency Gov Nyseom Wike at his Abuja residence. This is a continuous process. -AA https://t.co/3qGM9OadHi"
259,2022-05-29 19:18:17+00:00,atiku,"As one, we can get it done. Join the campaign here https://t.co/cdIQYFEP3Z -AA https://t.co/cRm9FRrmiC"
260,2022-05-29 16:57:49+00:00,atiku,"Join The Movement today. Together, we can rebuild and unite our great country. See you on the campaign trail. #OneNigeria 👉🏾 https://t.co/cdIQYFEP3Z https://t.co/LngjghaQSm"
261,2022-05-28 22:48:03+00:00,atiku,"Today, the battle to rebuild and unite our great country moves forward. I’m honoured to be named the @OfficialPDPNig candidate. I look forward to speaking with Nigerians across the country, taking the message of hope and unity as we build one future for one people.-AA #OneNigeria https://t.co/6HdbwUOde0"
262,2022-05-28 19:45:25+00:00,atiku,"Thank you, H.E @AWTambuwal, for your spirited campaign. I look forward to working with you as we unite our party and our country. -AA #PDPPresidentialPrimaries"
263,2022-05-28 12:15:12+00:00,atiku,Behold the SEED of UNITY that will blossom into One People with One Future and One Country. #OneNigeria https://t.co/ubGSKeYlRx
264,2022-05-27 15:15:00+00:00,atiku,My message to our dear PDP delegates. -AA https://t.co/qThlNqfe8N
265,2022-05-27 07:10:32+00:00,atiku,"Protecting these precious children is a responsibility that the government and security personnel cannot take lightly. By protecting them, we are protecting our country's future and building one future for one Nigeria! -AA"
266,2022-05-27 07:10:32+00:00,atiku,"With a solid education, each Nigerian child will grow to learn that we can all do more when we work together than when we are divided.

It is imperative that our children in schools in all parts of Nigeria must study in safety, without fear of being kidnapped, attacked or raped."
267,2022-05-27 07:10:31+00:00,atiku,"Education will open the minds of these little jewels and power nation-building, especially in dispelling tribalism and other clannish divisions by expanding their minds to see a world beyond their village or tribe."
268,2022-05-27 07:10:31+00:00,atiku,"My background, the loss of my father at an early age and the environment in which I grew up, were all factors that could have counted against me, but my going to school was the game changer; it made all the difference."
269,2022-05-27 07:10:30+00:00,atiku,I know from personal experience how getting an education can transform someone's life and influence their destiny in unimaginable ways.
270,2022-05-27 07:10:30+00:00,atiku,Equipping our children with a solid education is the best way to enable them to achieve their dreams and surmount whatever challenges that society might throw at them.
271,2022-05-27 07:10:29+00:00,atiku,"On this occasion of Children's Day, I wish to restate my call for a renewed focus on education in Nigeria, with particular attention paid to ensuring that our country's children are safe in their classrooms when they learn.
#ChildrensDay"
272,2022-05-26 19:08:15+00:00,atiku,As One We Can Get It Done. -AA https://t.co/j6c7mm5l4f
273,2022-05-26 15:00:57+00:00,atiku,RT @USinNigeria: “Delighted to deliver @AUNigeria 13th Commencement Speech: Want to help Nigeria and the World? Find a Way to Serve!” - #Am…
274,2022-05-25 14:52:41+00:00,atiku,https://t.co/y5EsemUwlG
275,2022-05-25 07:06:42+00:00,atiku,"“Atiku is not only a great unifier, he's undoubtedly a great changer who has touched the lives of many people.” -Dr Christopher Nwanoro https://t.co/cZ7FxSsQv7"
276,2022-05-24 08:49:36+00:00,atiku,"""As a friend of all, a bridge-builder and above all a unifier, Atiku is the leader we need to fix the divisions in our land."" - Hon Charles Iliya. https://t.co/j2ZWEi8oWP"
277,2022-05-23 17:55:49+00:00,atiku,"Today, I paid a condolence visit to the UAE Ambassador to Nigeria, His Excellency Dr Fahad Obaid Al-Taffaq, @altaffaq, over the death of the country’s late former President, Sheikh Khalifa bin Zayed. May God accept his soul and comfort his family and his people. -AA https://t.co/DZLRCjxofG"
278,2022-05-23 07:40:02+00:00,atiku,I am delighted and appreciate the feedback and the impressive reception I received. Most thankful to H.E @IshakuDarius and other leaders of our party. -AA
279,2022-05-23 07:40:02+00:00,atiku,"On Saturday, when I visited Taraba in the wrap-up phase of my consultations with leaders and esteemed delegates of our great party, @OfficialPDPNig, it was an opportunity to discuss my policy framework, which is centred on the need for national unity and One Nigeria. https://t.co/j5KpRBNiyH"
280,2022-05-21 11:34:58+00:00,atiku,"It was my pleasure and that of @AUNigeria to have HE Mary Beth Leonard, US Ambassador to Nigeria, as the Commencement Speaker at AUN's 13th Commencement Ceremony in Yola, today. -AA https://t.co/L9gsUXXllM"
281,2022-05-21 10:34:10+00:00,atiku,"RT @AUNigeria: 13th Commencement Ceremony of American University of Nigeria

AUN Founder H.E Atiku Abubakar, GCON @atiku and the U.S Ambass…"
282,2022-05-21 10:07:40+00:00,atiku,"Their consensus was that given the divisions in our land and the broken socio-economic fabric, I was best suited to provide the leadership to ensure that we are One People powered by One Future and One Country. -AA"
283,2022-05-21 10:07:39+00:00,atiku,"The meetings with @OfficialPDPNig in the three states were fruitful, and the leaders and delegates were convinced about the viability of my policy prescription, especially as it relates to security, economic reforms and education."
284,2022-05-21 10:07:39+00:00,atiku,"My consultative trips to Jigawa, Gombe and Bauchi yesterday were remarkable in more ways than one. Jigawa was a homecoming of sorts because of my deep fraternal roots in the state. https://t.co/av24XTeQfY"
285,2022-05-19 19:28:17+00:00,atiku,“We need a mentor.” - Dr Ahmed Adamu. https://t.co/yBPJZ1jwbR
286,2022-05-19 18:32:38+00:00,atiku,"address the issue of insecurity frontally, re-energize the economy and bring the platform for good governance closer to the people. I wish to express my sincere appreciation to these three states for honouring our invitation with such a large turnout. -AA"
287,2022-05-19 18:32:37+00:00,atiku,"Today, I met with leaders and esteemed delegates of the @OfficialPDPNig from Zamfara, Yobe and Borno states. They agree with the workability of our policy plan encapsulated in the Unity-SEED framework, which, essentially, is to unite the country, https://t.co/81HESN51hx"
288,2022-05-19 16:00:10+00:00,atiku,"I also thank leaders and members of our party in both states for their generous welcome. As One, we can get it done! -AA"
289,2022-05-19 16:00:09+00:00,atiku,"In Birnin-Kebbi and Kano yesterday, when I met with leaders and esteemed delegates of our great party, @OfficialPDPNig, I was overwhelmed at the acceptance my campaign agenda received from our party members, specifically endorsing my plan as good for the country at this moment. https://t.co/DWWV0UDlK3"
290,2022-05-18 18:43:14+00:00,atiku,I’m happy to have met her in good condition. She prayed for my success and peace and unity to return to our dear country. -AA
291,2022-05-18 18:43:13+00:00,atiku,"My visit to Katsina would be incomplete without a stopover at the Yar’Adua family compound. Hajjia Aya Dada Yar’Adua, the mother of my late mentor, Tafida Shehu Musa Yar’Adua and former President Umaru Yar’Adua, has been a mother figure to me since my association with the family. https://t.co/FDf2YKw9Yn"
292,2022-05-18 17:40:26+00:00,atiku,"I must express my appreciation for the high display of love from everyone. Thank you, Katsina. -AA"
293,2022-05-18 17:40:26+00:00,atiku,"It was an opportunity to reaffirm my commitment to the Unity-SEED policy framework, which, in particular, will pay attention to the worsening security situation in Katsina State and also open up the business and economic potentials of the state."
294,2022-05-18 17:40:25+00:00,atiku,My consultations with leaders and esteemed delegates of the @OfficialPDPNig continued today in Katsina State. https://t.co/u69GDyYWiT
295,2022-05-18 14:20:38+00:00,atiku,"I assured them, among others, that we will enthrone a regime of security and unity that will give the people of the state the opportunity to engage in the productive aspects of their lives. -AA"
296,2022-05-18 14:20:36+00:00,atiku,"The turnout was tumultuous, and the reception in Kaduna yesterday was impressive. My meeting with @OfficialPDPNig leaders and delegates was fruitful. https://t.co/CgblsUw3WX"
297,2022-05-17 17:31:26+00:00,atiku,"Thank you, Nasarawa, for the huge turnout. Special thanks to leaders and esteemed delegates of our great party, @OfficialPDPNig, for believing in my campaign agenda. -AA
#OnePeople
#OneFuture
#OneCountry https://t.co/7xQzu2Vunz"
298,2022-05-17 15:39:44+00:00,atiku,"As one, we will build the Nigeria of our dreams. -AA"
299,2022-05-17 15:39:43+00:00,atiku,I had a robust consultative meeting with Akwa Ibom @OfficialPDPNig leaders and delegates. They keyed into my vision of a united and secured Nigeria where inclusiveness and devolution of powers and resources to the states will unlock the best of our people. https://t.co/DI8mdMsZ3Q
